∂,,,,Study Data,,,,,,Central SCC Value,,,,,,,,,,,,,,,,Structural Changes,,,,,,,,,,,,,SCC Distribution,,,,,,,,,,,Parametric Uncertainty: 1 or 0,,,,,,,,,,,,,
,,,,,,,,,,,,,,REPORT EITHER CONSTANT DISCOUNT RATE OR PRTP AND EMUC,,,Damage Function Info - Enter 1 or 0,,,,,CLIMATE,CLIMATE,CLIMATE,DAMAGES,DAMAGES,UTILITY,UTILITY,UTILITY,UTILITY,OTHER,OTHER,OTHER,,,,,,,,,,,,,,,SOCIO-ECONOMICS,SOCIO-ECONOMICS,SOCIO-ECONOMICS,,,CLIMATE,CLIMATE or DAMAGES,DAMAGES,DAMAGES,DAMAGES,UTILITY,UTILITY,UTILITY,,,
1992,vandenBijgaartetal2020,Ivan,"van den Bijgaart, I., Gerlagh, R., Liski, M.",2016,"van den Bijgaart, Inge, Reyer Gerlagh, and Matti Liski. ""A simple formula for the social cost of carbon."" Journal of Environmental Economics and Management 77 (2016): 75-94.",n/a,DICE 2007,Sensitivity Analysis,2010,42,2010,BAU,42,,2,1.2,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,Table 2,,"Initial conditions were calibrated to 2005-2015 and the paper studies only the initial SCC so I put 2010 as the SCC year, use, exchange rate to convert into dollars is January 04 2010: https://www.imf.org/external/np/fin/data/rms_mth.aspx?SelectDate=2010-01-31&reportType=REP"
1992,vandenBijgaartetal2020,Ivan,"van den Bijgaart, I., Gerlagh, R., Liski, M.",2016,"van den Bijgaart, Inge, Reyer Gerlagh, and Matti Liski. ""A simple formula for the social cost of carbon."" Journal of Environmental Economics and Management 77 (2016): 75-94.",n/a,DICE 2007,Sensitivity Analysis,2010,47,2010,BAU,42,,2,1.2,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,1,,,,,,,,,Table 2,,"Initial conditions were calibrated to 2005-2015 and the paper studies only the initial SCC so I put 2010 as the SCC year, use, exchange rate to convert into dollars is January 04 2010: https://www.imf.org/external/np/fin/data/rms_mth.aspx?SelectDate=2010-01-31&reportType=REP"
1992,vandenBijgaartetal2020,Ivan,"van den Bijgaart, I., Gerlagh, R., Liski, M.",2016,"van den Bijgaart, Inge, Reyer Gerlagh, and Matti Liski. ""A simple formula for the social cost of carbon."" Journal of Environmental Economics and Management 77 (2016): 75-94.",n/a,DICE 2007,Sensitivity Analysis,2010,56,2010,BAU,42,,2,1.2,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,1,,,,,,,,Table 2,,"Initial conditions were calibrated to 2005-2015 and the paper studies only the initial SCC so I put 2010 as the SCC year, use, exchange rate to convert into dollars is January 04 2010: https://www.imf.org/external/np/fin/data/rms_mth.aspx?SelectDate=2010-01-31&reportType=REP"
1992,vandenBijgaartetal2020,Ivan,"van den Bijgaart, I., Gerlagh, R., Liski, M.",2016,"van den Bijgaart, Inge, Reyer Gerlagh, and Matti Liski. ""A simple formula for the social cost of carbon."" Journal of Environmental Economics and Management 77 (2016): 75-94.",n/a,DICE 2007,Sensitivity Analysis,2010,57,2010,BAU,42,,2,1.2,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,1,,,,,,Table 2,,"Initial conditions were calibrated to 2005-2015 and the paper studies only the initial SCC so I put 2010 as the SCC year, use, exchange rate to convert into dollars is January 04 2010: https://www.imf.org/external/np/fin/data/rms_mth.aspx?SelectDate=2010-01-31&reportType=REP"
1992,vandenBijgaartetal2020,Ivan,"van den Bijgaart, I., Gerlagh, R., Liski, M.",2016,"van den Bijgaart, Inge, Reyer Gerlagh, and Matti Liski. ""A simple formula for the social cost of carbon."" Journal of Environmental Economics and Management 77 (2016): 75-94.",n/a,DICE 2007,Sensitivity Analysis,2010,49,2010,BAU,42,,2,1.2,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,1,,,Table 2,,"Initial conditions were calibrated to 2005-2015 and the paper studies only the initial SCC so I put 2010 as the SCC year, use, exchange rate to convert into dollars is January 04 2010: https://www.imf.org/external/np/fin/data/rms_mth.aspx?SelectDate=2010-01-31&reportType=REP"
1992,vandenBijgaartetal2020,Ivan,"van den Bijgaart, I., Gerlagh, R., Liski, M.",2016,"van den Bijgaart, Inge, Reyer Gerlagh, and Matti Liski. ""A simple formula for the social cost of carbon."" Journal of Environmental Economics and Management 77 (2016): 75-94.",n/a,DICE 2007,Sensitivity Analysis,2010,62,2010,BAU,42,,2,1.2,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,1,1,,1,,,1,,,Table 2,,"Initial conditions were calibrated to 2005-2015 and the paper studies only the initial SCC so I put 2010 as the SCC year, use, exchange rate to convert into dollars is January 04 2010: https://www.imf.org/external/np/fin/data/rms_mth.aspx?SelectDate=2010-01-31&reportType=REP"
1992,vandenBijgaartetal2020,Ivan,"van den Bijgaart, I., Gerlagh, R., Liski, M.",2016,"van den Bijgaart, Inge, Reyer Gerlagh, and Matti Liski. ""A simple formula for the social cost of carbon."" Journal of Environmental Economics and Management 77 (2016): 75-94.",n/a,DICE 2007,Sensitivity Analysis,2010,734,2010,BAU,42,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,402,,,,,,,,,,,,1,1,,1,,,1,,,Table 2,,"Initial conditions were calibrated to 2005-2015 and the paper studies only the initial SCC so I put 2010 as the SCC year, use, exchange rate to convert into dollars is January 04 2010: https://www.imf.org/external/np/fin/data/rms_mth.aspx?SelectDate=2010-01-31&reportType=REP"
1992,vandenBijgaartetal2020,Ivan,"van den Bijgaart, I., Gerlagh, R., Liski, M.",2016,"van den Bijgaart, Inge, Reyer Gerlagh, and Matti Liski. ""A simple formula for the social cost of carbon."" Journal of Environmental Economics and Management 77 (2016): 75-94.",n/a,DICE 2007,Sensitivity Analysis,2010,91,2010,BAU,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,1,1,,1,,,1,,,Table 2,,"Initial conditions were calibrated to 2005-2015 and the paper studies only the initial SCC so I put 2010 as the SCC year, use, exchange rate to convert into dollars is January 04 2010: https://www.imf.org/external/np/fin/data/rms_mth.aspx?SelectDate=2010-01-31&reportType=REP"
1992,vandenBijgaartetal2020,Ivan,"van den Bijgaart, I., Gerlagh, R., Liski, M.",2016,"van den Bijgaart, Inge, Reyer Gerlagh, and Matti Liski. ""A simple formula for the social cost of carbon."" Journal of Environmental Economics and Management 77 (2016): 75-94.",n/a,DICE 2007,Sensitivity Analysis,2010,47,2010,BAU,42,2,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,1,1,,1,,,1,,,Table 2,,"Initial conditions were calibrated to 2005-2015 and the paper studies only the initial SCC so I put 2010 as the SCC year, use, exchange rate to convert into dollars is January 04 2010: https://www.imf.org/external/np/fin/data/rms_mth.aspx?SelectDate=2010-01-31&reportType=REP"
1992,vandenBijgaartetal2020,Ivan,"van den Bijgaart, I., Gerlagh, R., Liski, M.",2016,"van den Bijgaart, Inge, Reyer Gerlagh, and Matti Liski. ""A simple formula for the social cost of carbon."" Journal of Environmental Economics and Management 77 (2016): 75-94.",n/a,DICE 2007,Sensitivity Analysis,2010,31,2010,BAU,42,3,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,1,1,,1,,,1,,,Table 2,,"Initial conditions were calibrated to 2005-2015 and the paper studies only the initial SCC so I put 2010 as the SCC year, use, exchange rate to convert into dollars is January 04 2010: https://www.imf.org/external/np/fin/data/rms_mth.aspx?SelectDate=2010-01-31&reportType=REP"
2523,vanderPloeg2020,Ivan,"van der Ploeg, Frederick",2014,"Van der Ploeg, Frederick. ""Abrupt positive feedback and the social cost of carbon."" European Economic Review 67 (2014): 28-41.",n/a,,,,7,2010,Optimal,7,,1.5,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 1,,"GDP was calibrated to 2010 so I took this as the initial year even though it is not technically reported, taxes are also reported in $/tC and the data entries are converted to $/tCO2"
2523,vanderPloeg2020,Ivan,"van der Ploeg, Frederick",2014,"Van der Ploeg, Frederick. ""Abrupt positive feedback and the social cost of carbon."" European Economic Review 67 (2014): 28-41.",n/a,,,,26,2010,Optimal,26,,0.1,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 1,,"GDP was calibrated to 2010 so I took this as the initial year even though it is not technically reported, taxes are also reported in $/tC and the data entries are converted to $/tCO2"
2523,vanderPloeg2020,Ivan,"van der Ploeg, Frederick",2014,"Van der Ploeg, Frederick. ""Abrupt positive feedback and the social cost of carbon."" European Economic Review 67 (2014): 28-41.",n/a,,,,8,2010,Optimal,7,,1.5,1.18,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 1,,"GDP was calibrated to 2010 so I took this as the initial year even though it is not technically reported, taxes are also reported in $/tC and the data entries are converted to $/tCO2"
2523,vanderPloeg2020,Ivan,"van der Ploeg, Frederick",2014,"Van der Ploeg, Frederick. ""Abrupt positive feedback and the social cost of carbon."" European Economic Review 67 (2014): 28-41.",n/a,,,,8,2010,Optimal,7,,1.5,1.18,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 1,,"GDP was calibrated to 2010 so I took this as the initial year even though it is not technically reported, taxes are also reported in $/tC and the data entries are converted to $/tCO2"
2523,vanderPloeg2020,Ivan,"van der Ploeg, Frederick",2014,"Van der Ploeg, Frederick. ""Abrupt positive feedback and the social cost of carbon."" European Economic Review 67 (2014): 28-41.",n/a,,,,8,2010,Optimal,7,,1.5,1.18,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 1,,"GDP was calibrated to 2010 so I took this as the initial year even though it is not technically reported, taxes are also reported in $/tC and the data entries are converted to $/tCO2"
2523,vanderPloeg2020,Ivan,"van der Ploeg, Frederick",2014,"Van der Ploeg, Frederick. ""Abrupt positive feedback and the social cost of carbon."" European Economic Review 67 (2014): 28-41.",n/a,,,,8,2010,Optimal,7,,1.5,1.18,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 1,,"GDP was calibrated to 2010 so I took this as the initial year even though it is not technically reported, taxes are also reported in $/tC and the data entries are converted to $/tCO2"
2523,vanderPloeg2020,Ivan,"van der Ploeg, Frederick",2014,"Van der Ploeg, Frederick. ""Abrupt positive feedback and the social cost of carbon."" European Economic Review 67 (2014): 28-41.",n/a,,,,8,2010,Optimal,7,,1.5,1.18,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 1,,"GDP was calibrated to 2010 so I took this as the initial year even though it is not technically reported, taxes are also reported in $/tC and the data entries are converted to $/tCO2"
2523,vanderPloeg2020,Ivan,"van der Ploeg, Frederick",2014,"Van der Ploeg, Frederick. ""Abrupt positive feedback and the social cost of carbon."" European Economic Review 67 (2014): 28-41.",n/a,,,,54,2010,Optimal,26,,0.1,1.18,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 1,,"GDP was calibrated to 2010 so I took this as the initial year even though it is not technically reported, taxes are also reported in $/tC and the data entries are converted to $/tCO2"
2523,vanderPloeg2020,Ivan,"van der Ploeg, Frederick",2014,"Van der Ploeg, Frederick. ""Abrupt positive feedback and the social cost of carbon."" European Economic Review 67 (2014): 28-41.",n/a,,,,50,2010,Optimal,26,,0.1,1.18,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 1,,"GDP was calibrated to 2010 so I took this as the initial year even though it is not technically reported, taxes are also reported in $/tC and the data entries are converted to $/tCO2"
2523,vanderPloeg2020,Ivan,"van der Ploeg, Frederick",2014,"Van der Ploeg, Frederick. ""Abrupt positive feedback and the social cost of carbon."" European Economic Review 67 (2014): 28-41.",n/a,,,,57,2010,Optimal,26,,0.1,1.18,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 1,,"GDP was calibrated to 2010 so I took this as the initial year even though it is not technically reported, taxes are also reported in $/tC and the data entries are converted to $/tCO2"
2523,vanderPloeg2020,Ivan,"van der Ploeg, Frederick",2014,"Van der Ploeg, Frederick. ""Abrupt positive feedback and the social cost of carbon."" European Economic Review 67 (2014): 28-41.",n/a,,,,58,2010,Optimal,26,,0.1,1.18,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 1,,"GDP was calibrated to 2010 so I took this as the initial year even though it is not technically reported, taxes are also reported in $/tC and the data entries are converted to $/tCO2"
2523,vanderPloeg2020,Ivan,"van der Ploeg, Frederick",2014,"Van der Ploeg, Frederick. ""Abrupt positive feedback and the social cost of carbon."" European Economic Review 67 (2014): 28-41.",n/a,,,,59,2010,Optimal,26,,0.1,1.18,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 1,,"GDP was calibrated to 2010 so I took this as the initial year even though it is not technically reported, taxes are also reported in $/tC and the data entries are converted to $/tCO2"
1902,Freeman2016,Fran,"Freeman, M. C. and Groom, B.",2016,"Freeman, M. C. and Groom, B. (2016) How certain are we about the certainty-equivalent long term social discount rate?",,DICE-1994,Sensitivity Analysis,,NA,1989,Baseline,5.45,Declining,,,,,,,,,,,,,,,,,,,,1.44,,,,,,,,,,,,,51.51,1,,,,,,,,,,,,,"Table 2, converted from $ per ton C to $ per ton CO2",,Range results from bounds based on variation in the discount rate
1902,Freeman2016,Fran,"Freeman, M. C. and Groom, B.",2016,"Freeman, M. C. and Groom, B. (2016) How certain are we about the certainty-equivalent long term social discount rate?",,DICE-1994,Sensitivity Analysis,,NA,1989,Baseline,4.77,Declining,,,,,,,,,,,,,,,,,,,,3.25,,,,,,,,,,,,,10.85,1,,,,,,,,,,,,,"Table 3, panel A, converted from $ per tC to $ per ton CO2",,Range results from bounds based on variation in the discount rate
1902,Freeman2016,Fran,"Freeman, M. C. and Groom, B.",2016,"Freeman, M. C. and Groom, B. (2016) How certain are we about the certainty-equivalent long term social discount rate?",,DICE-1994,Sensitivity Analysis,,NA,1989,Baseline,3.93,Declining,,,,,,,,,,,,,,,,,,,,1.47,,,,,,,,,,,,,24.32,1,,,,,,,,,,,,,"Table 3, panel B, converted from $ per tC to $ per ton CO2",,Range results from bounds based on variation in the discount rate
1599,Dayaratna2017,Fran,"Dayaratna, K., McKitrick, R., Kreutzer, D.",2017,"Dayaratna, K., McKitrick, R. and Kreutzer, D (2017) Empirically Constrained Climate Sensitivity and the Social Cost of Carbon",DICE-IAWG,,Empirical Improvement,2020,28.92,,IAWG Scenarios,56.92,2.5,,,,,,,,,,,,,,,,,,,,,,,,5.44,,,,52.4,,,,,,,,,,,1,,,,,,,,Table 2 and 3,,Paper reports standard deviation of distribution. Reported here as quantiles assuming normal distribution (likely inaccurate)
1599,Dayaratna2017,Fran,"Dayaratna, K., McKitrick, R., Kreutzer, D.",2017,"Dayaratna, K., McKitrick, R. and Kreutzer, D (2017) Empirically Constrained Climate Sensitivity and the Social Cost of Carbon",DICE-IAWG,,Empirical Improvement,2020,19.66,,IAWG Scenarios,37.79,3,,,,,,,,,,,,,,,,,,,,,,,,3.1,,,,34.22,,,,,,,,,,,1,,,,,,,,Table 2 and 3,,Paper reports standard deviation of distribution. Reported here as quantiles assuming normal distribution (likely inaccurate)
1599,Dayaratna2017,Fran,"Dayaratna, K., McKitrick, R., Kreutzer, D.",2017,"Dayaratna, K., McKitrick, R. and Kreutzer, D (2017) Empirically Constrained Climate Sensitivity and the Social Cost of Carbon",DICE-IAWG,,Empirical Improvement,2020,6.86,,IAWG Scenarios,12.1,5,,,,,,,,,,,,,,,,,,,,,,,,1.96,,,,10.7,,,,,,,,,,,1,,,,,,,,Table 2 and 3,,Paper reports standard deviation of distribution. Reported here as quantiles assuming normal distribution (likely inaccurate)
1599,Dayaratna2017,Fran,"Dayaratna, K., McKitrick, R., Kreutzer, D.",2017,"Dayaratna, K., McKitrick, R. and Kreutzer, D (2017) Empirically Constrained Climate Sensitivity and the Social Cost of Carbon",DICE-IAWG,,Empirical Improvement,2020,3.57,,IAWG Scenarios,5.87,7,,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,5.24,,,,,,,,,,,1,,,,,,,,Table 2 and 3,,Paper reports standard deviation of distribution. Reported here as quantiles assuming normal distribution (likely inaccurate)
1599,Dayaratna2017,Fran,"Dayaratna, K., McKitrick, R., Kreutzer, D.",2017,"Dayaratna, K., McKitrick, R. and Kreutzer, D (2017) Empirically Constrained Climate Sensitivity and the Social Cost of Carbon",DICE-IAWG,,Empirical Improvement,2050,45.34,,IAWG Scenarios,87.7,2.5,,,,,,,,,,,,,,,,,,,,,,,,8.51,,,,82.17,,,,,,,,,,,1,,,,,,,,Table 2 and 3,,Paper reports standard deviation of distribution. Reported here as quantiles assuming normal distribution (likely inaccurate)
1599,Dayaratna2017,Fran,"Dayaratna, K., McKitrick, R., Kreutzer, D.",2017,"Dayaratna, K., McKitrick, R. and Kreutzer, D (2017) Empirically Constrained Climate Sensitivity and the Social Cost of Carbon",DICE-IAWG,,Empirical Improvement,2050,32.51,,IAWG Scenarios,61.72,3,,,,,,,,,,,,,,,,,,,,,,,,8.53,,,,56.49,,,,,,,,,,,1,,,,,,,,Table 2 and 3,,Paper reports standard deviation of distribution. Reported here as quantiles assuming normal distribution (likely inaccurate)
1599,Dayaratna2017,Fran,"Dayaratna, K., McKitrick, R., Kreutzer, D.",2017,"Dayaratna, K., McKitrick, R. and Kreutzer, D (2017) Empirically Constrained Climate Sensitivity and the Social Cost of Carbon",DICE-IAWG,,Empirical Improvement,2050,13.03,,IAWG Scenarios,23.06,5,,,,,,,,,,,,,,,,,,,,,,,,5.57,,,,20.49,,,,,,,,,,,1,,,,,,,,Table 2 and 3,,Paper reports standard deviation of distribution. Reported here as quantiles assuming normal distribution (likely inaccurate)
1599,Dayaratna2017,Fran,"Dayaratna, K., McKitrick, R., Kreutzer, D.",2017,"Dayaratna, K., McKitrick, R. and Kreutzer, D (2017) Empirically Constrained Climate Sensitivity and the Social Cost of Carbon",DICE-IAWG,,Empirical Improvement,2050,7.32,,IAWG Scenarios,12.25,7,,,,,,,,,,,,,,,,,,,,,,,,3.68,,,,10.96,,,,,,,,,,,1,,,,,,,,Table 2 and 3,,Paper reports standard deviation of distribution. Reported here as quantiles assuming normal distribution (likely inaccurate)
1599,Dayaratna2017,Fran,"Dayaratna, K., McKitrick, R., Kreutzer, D.",2017,"Dayaratna, K., McKitrick, R. and Kreutzer, D (2017) Empirically Constrained Climate Sensitivity and the Social Cost of Carbon",FUND-IAWG,,Empirical Improvement,2020,5.86,,IAWG Scenarios,32.9,2.5,,,,,,,,,,,,,,,,,,,,,,,,-74.31,,,,86.03,,,,,,,,,,,1,,,,,,,,Table 4 and 5,,Paper reports standard deviation of distribution. Reported here as quantiles assuming normal distribution (likely inaccurate)
1599,Dayaratna2017,Fran,"Dayaratna, K., McKitrick, R., Kreutzer, D.",2017,"Dayaratna, K., McKitrick, R. and Kreutzer, D (2017) Empirically Constrained Climate Sensitivity and the Social Cost of Carbon",FUND-IAWG,,Empirical Improvement,2020,3.23,,IAWG Scenarios,19.33,3,,,,,,,,,,,,,,,,,,,,,,,,-49.38,,,,58.43,,,,,,,,,,,1,,,,,,,,Table 4 and 5,,Paper reports standard deviation of distribution. Reported here as quantiles assuming normal distribution (likely inaccurate)
1599,Dayaratna2017,Fran,"Dayaratna, K., McKitrick, R., Kreutzer, D.",2017,"Dayaratna, K., McKitrick, R. and Kreutzer, D (2017) Empirically Constrained Climate Sensitivity and the Social Cost of Carbon",FUND-IAWG,,Empirical Improvement,2020,-0.47,,IAWG Scenarios,2.54,5,,,,,,,,,,,,,,,,,,,,,,,,-11.74,,,,10.8,,,,,,,,,,,1,,,,,,,,Table 4 and 5,,Paper reports standard deviation of distribution. Reported here as quantiles assuming normal distribution (likely inaccurate)
1599,Dayaratna2017,Fran,"Dayaratna, K., McKitrick, R., Kreutzer, D.",2017,"Dayaratna, K., McKitrick, R. and Kreutzer, D (2017) Empirically Constrained Climate Sensitivity and the Social Cost of Carbon",FUND-IAWG,,Empirical Improvement,2020,-1.1,,IAWG Scenarios,-0.37,7,,,,,,,,,,,,,,,,,,,,,,,,-4.61,,,,2.41,,,,,,,,,,,1,,,,,,,,Table 4 and 5,,Paper reports standard deviation of distribution. Reported here as quantiles assuming normal distribution (likely inaccurate)
1599,Dayaratna2017,Fran,"Dayaratna, K., McKitrick, R., Kreutzer, D.",2017,"Dayaratna, K., McKitrick, R. and Kreutzer, D (2017) Empirically Constrained Climate Sensitivity and the Social Cost of Carbon",FUND-IAWG,,Empirical Improvement,2050,7.53,,IAWG Scenarios,42.98,2.5,,,,,,,,,,,,,,,,,,,,,,,,-113.67,,,,128.73,,,,,,,,,,,1,,,,,,,,Table 4 and 5,,Paper reports standard deviation of distribution. Reported here as quantiles assuming normal distribution (likely inaccurate)
1599,Dayaratna2017,Fran,"Dayaratna, K., McKitrick, R., Kreutzer, D.",2017,"Dayaratna, K., McKitrick, R. and Kreutzer, D (2017) Empirically Constrained Climate Sensitivity and the Social Cost of Carbon",FUND-IAWG,,Empirical Improvement,2050,5.09,,IAWG Scenarios,27.06,3,,,,,,,,,,,,,,,,,,,,,,,,-85.46,,,,95.64,,,,,,,,,,,1,,,,,,,,Table 4 and 5,,Paper reports standard deviation of distribution. Reported here as quantiles assuming normal distribution (likely inaccurate)
1599,Dayaratna2017,Fran,"Dayaratna, K., McKitrick, R., Kreutzer, D.",2017,"Dayaratna, K., McKitrick, R. and Kreutzer, D (2017) Empirically Constrained Climate Sensitivity and the Social Cost of Carbon",FUND-IAWG,,Empirical Improvement,2050,0.64,,IAWG Scenarios,5.25,5,,,,,,,,,,,,,,,,,,,,,,,,-29.12,,,,30.4,,,,,,,,,,,1,,,,,,,,Table 4 and 5,,Paper reports standard deviation of distribution. Reported here as quantiles assuming normal distribution (likely inaccurate)
1599,Dayaratna2017,Fran,"Dayaratna, K., McKitrick, R., Kreutzer, D.",2017,"Dayaratna, K., McKitrick, R. and Kreutzer, D (2017) Empirically Constrained Climate Sensitivity and the Social Cost of Carbon",FUND-IAWG,,Empirical Improvement,2050,-0.53,,IAWG Scenarios,0.63,7,,,,,,,,,,,,,,,,,,,,,,,,-11.57,,,,10.51,,,,,,,,,,,1,,,,,,,,Table 4 and 5,,Paper reports standard deviation of distribution. Reported here as quantiles assuming normal distribution (likely inaccurate)
588,Hwangetal2019,Ivan,"Hwang, I.C., Tol, R.S.J., Hofkes, M.W.",2019,"Hwang, In Chang, Richard SJ Tol, and Marjan W. Hofkes. ""Active learning and optimal climate policy."" Environmental and Resource Economics 73, no. 4 (2019): 1237-1264.",DICE 2007,DICE 2007,Empirical Improvement,2015,11,2015,Optimal,32,,1.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,Table 3,,Converted to $/tCO2 from $/tC
588,Hwangetal2019,Ivan,"Hwang, I.C., Tol, R.S.J., Hofkes, M.W.",2019,"Hwang, In Chang, Richard SJ Tol, and Marjan W. Hofkes. ""Active learning and optimal climate policy."" Environmental and Resource Economics 73, no. 4 (2019): 1237-1264.",DICE 2007,DICE 2007,Empirical Improvement,2015,10,2015,Optimal,32,,1.5,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,Table 3,,"Passive learning, CS = 3 Converted to $/tCO2 from $/tC"
