,Authors,Author.s..ID,Title,Year,Source.title,Volume,Issue,Art..No.,Page.start,Page.end,Page.count,Cited.by,Abstract Filter,Filtered By (Initials),Second NA Filter,Second Filter By (Initials),DOI,"Filtering Reason (RAs do not fill this out, only for a reference guide)",Link,Filter Explanation (RAs do not fill this out),Document.Type,Publication.Stage,Access.Type,Source,EID,X,,
661,"Yang, D.-X., Chen, Z.-Y., Yang, Y.-C., Nie, P.-Y.",57191612067; 57196282065; 57031400400; 7003830925,Green financial policies and capital flows,2019,Physica A: Statistical Mechanics and its Applications,522,,,135,146,NA,9,0,AZ,,,10.1016/j.physa.2019.01.126,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85061395792&partnerID=40&md5=bc071a204a0a7e0bdfb367ae892e75ea,,Article,Final,Open Access,Scopus,2-s2.0-85061395792,,,
662,"Taylor, D.D.J., Layurova, M., Vogel, D.S., Slocum, A.H.",56839374200; 57202230137; 57207925859; 57204083022,Black into green: A BIG opportunity for North Dakota's oil and gas producers,2019,Applied Energy,242,,,1189,1197,NA,NA,0,AZ,,,10.1016/j.apenergy.2019.03.158,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85063269346&partnerID=40&md5=563e7c85966e189ed9597129817d8cc9,,Article,Final,Open Access,Scopus,2-s2.0-85063269346,,,
663,"Acosta, P., Curt, M.D.",57206192752; 6507865023,Understanding the expansion of oil palm cultivation: A case-study in Papua,2019,Journal of Cleaner Production,219,,,199,216,NA,4,0,AZ,,,10.1016/j.jclepro.2019.02.029,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85061605122&partnerID=40&md5=6215912c3bcaa1b4b0beb72f9a03ee17,,Article,Final,,Scopus,2-s2.0-85061605122,,,
664,"Wang, M., Li, M., Feng, Q., Hu, Y.",56013036900; 57206279134; 55318548400; 55757778681,Pros and Cons of Replacing Grandfathering by Auctioning for Heterogeneous Enterprises in China’s Carbon Trading,2019,Emerging Markets Finance and Trade,55,6,,1264,1279,NA,NA,0,AZ,,,10.1080/1540496X.2018.1504209,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85053676022&partnerID=40&md5=c23fe5d9b453a16256ad8bd2a212dc2c,,Article,Final,,Scopus,2-s2.0-85053676022,,,
665,"Olsen, D.J., Zhang, N., Kang, C., Ortega-Vazquez, M.A., Kirschen, D.S.",57171623200; 57092402600; 7402312938; 14919910200; 7006534478,Planning low-carbon campus energy hubs,2019,IEEE Transactions on Power Systems,34,3,8523813,1895,1907,NA,7,0,AZ,,,10.1109/TPWRS.2018.2879792,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85056196644&partnerID=40&md5=0ed093f60f48171d0535b8135cc4c70f,,Article,Final,,Scopus,2-s2.0-85056196644,,,
666,"Alberini, A., Bareit, M.",6701713403; 55418294700,The effect of registration taxes on new car sales and emissions: Evidence from Switzerland,2019,Resource and Energy Economics,56,,,96,112,NA,4,0,AZ,,,10.1016/j.reseneeco.2017.03.005,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85017553109&partnerID=40&md5=ac8b2d290815d448f760c6771d63b3c2,,Article,Final,,Scopus,2-s2.0-85017553109,,,
667,"Long, X., Ji, X.",57188684226; 12801935500,"Economic Growth Quality, Environmental Sustainability, and Social Welfare in China - Provincial Assessment Based on Genuine Progress Indicator (GPI)",2019,Ecological Economics,159,,,157,176,NA,17,0,AZ,,,10.1016/j.ecolecon.2019.01.002,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85060894715&partnerID=40&md5=b6f1dbebcb8c5a5c06cb203fbc902746,,Article,Final,,Scopus,2-s2.0-85060894715,,,
668,"Cui, H., Soši?, G.",57204758391; 8062214700,"Recycling common materials: Effectiveness, optimal decisions, and coordination mechanisms",2019,European Journal of Operational Research,274,3,,1055,1068,NA,7,0,AZ,,,10.1016/j.ejor.2018.11.010,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85057001807&partnerID=40&md5=566a7abacd5b4ef80179bd2bf0b62f02,,Article,Final,,Scopus,2-s2.0-85057001807,,,
669,"Awaworyi Churchill, S., Inekwe, J., Smyth, R., Zhang, X.",57035338500; 55985172700; 55112813700; 7410277543,R&D intensity and carbon emissions in the G7: 1870–2014,2019,Energy Economics,80,,,30,37,NA,34,0,AZ,,,10.1016/j.eneco.2018.12.020,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85059846948&partnerID=40&md5=2e89cfc9cd6850a14cf517e54461cbd0,,Article,Final,,Scopus,2-s2.0-85059846948,,,
671,"Newell, R.G., Pizer, W.A., Raimi, D.",7101827029; 6602192536; 55615111500,U.S. federal government subsidies for clean energy: Design choices and implications,2019,Energy Economics,80,,,831,841,NA,6,0,AZ,,,10.1016/j.eneco.2019.02.018,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85062907118&partnerID=40&md5=3c815d69a32d1a062182232a687b2c57,,Article,Final,,Scopus,2-s2.0-85062907118,,,
672,"Jacobs, B., van der Ploeg, F.",7202255854; 6701915911,Redistribution and pollution taxes with non-linear Engel curves,2019,Journal of Environmental Economics and Management,95,,,198,226,NA,2,0,AZ,,,10.1016/j.jeem.2019.01.008,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85064210912&partnerID=40&md5=6ddd9fa60ef6bcb766d1274feb986fcb,,Article,Final,,Scopus,2-s2.0-85064210912,,,
673,"Nowak, D.J., Aevermann, T.",7201764447; 56997436800,Tree compensation rates: Compensating for the loss of future tree values,2019,Urban Forestry and Urban Greening,41,,,93,103,NA,3,0,AZ,,,10.1016/j.ufug.2019.03.014,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85063284625&partnerID=40&md5=543fc7f26d37a3b12d22c2e060e72a1c,,Article,Final,,Scopus,2-s2.0-85063284625,,,
674,"Ko, S., Lautala, P., Fan, J., Shonnard, D.R.",57202424883; 24492009300; 36026604300; 35564572200,"Economic, social, and environmental cost optimization of biomass transportation: a regional model for transportation analysis in plant location process",2019,"Biofuels, Bioproducts and Biorefining",13,3,,582,598,NA,5,0,AZ,,,10.1002/bbb.1967,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85059587946&partnerID=40&md5=c8036dabef953a6e58a51e4b285d3a12,,Article,Final,Open Access,Scopus,2-s2.0-85059587946,,,
675,"Goteti, N.S., Hittinger, E., Williams, E.",57199330030; 6506266943; 7403996458,How much wind and solar are needed to realize emissions benefits from storage?,2019,Energy Systems,10,2,,437,459,NA,7,0,AZ,,,10.1007/s12667-017-0266-4,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85061796166&partnerID=40&md5=d177767ce5b8ea0fa3fc500ef3cbbd38,,Article,Final,,Scopus,2-s2.0-85061796166,,,
676,"Torrecillas, M.J.M., Roche, J., Rambaud, S.C.",56925213400; 57192081852; 6603781057,Building a social discount rate to be applied in US afforestation project appraisal,2019,Forests,10,5,445,,,NA,NA,0,AZ,,,10.3390/f10050445,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85066273290&partnerID=40&md5=2ed9c5d7c632bf72bc8a2774833416e0,,Article,Final,Open Access,Scopus,2-s2.0-85066273290,,,
677,"Blanc, S., Massaglia, S., Brun, F., Peano, C., Mosso, A., Giuggioli, N.R.",57200520427; 57191919803; 15824967900; 15045408100; 35272867100; 36717612500,"Use of bio-based plastics in the fruit supply chain: An integrated approach to assess environmental, economic, and social sustainability",2019,Sustainability (Switzerland),11,9,2475,,,NA,10,0,AZ,,,10.3390/su11092475,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85066865575&partnerID=40&md5=1872d22df7b1402faf04e251121c4e67,,Article,Final,Open Access,Scopus,2-s2.0-85066865575,,,
678,"Muller, N.Z.",12776506000,The derivation of discount rates with an augmented measure of income,2019,Journal of Environmental Economics and Management,95,,,87,101,NA,NA,0,AZ,,,10.1016/j.jeem.2019.02.007,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85063636903&partnerID=40&md5=f0b3b55307fc41f753a2bd0ee2ae8346,,Article,Final,,Scopus,2-s2.0-85063636903,,,
679,"Bistline, J., Santen, N., Young, D.",35179135200; 55207025100; 56344808800,The economic geography of variable renewable energy and impacts of trade formulations for renewable mandates,2019,Renewable and Sustainable Energy Reviews,106,,,79,96,NA,5,0,AZ,,,10.1016/j.rser.2019.02.026,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85062352021&partnerID=40&md5=ea6ad91cecdbc095bb04cd0d12e6f307,,Article,Final,,Scopus,2-s2.0-85062352021,,,
680,"Loomis, J.J., Knaus, M., Dziedzic, M.",57196085287; 11240547900; 6602798010,Integrated quantification of forest total economic value,2019,Land Use Policy,84,,,335,346,NA,2,0,AZ,,,10.1016/j.landusepol.2019.03.018,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85063530031&partnerID=40&md5=32c750d6a64fa313dfcd1d038aa616e2,,Article,Final,,Scopus,2-s2.0-85063530031,,,
681,"Van Houtven, G., Phelan, J., Clark, C., Sabo, R.D., Buckley, J., Thomas, R.Q., Horn, K., LeDuc, S.D.",6603229084; 24067684000; 55368679100; 55934194700; 57117163100; 24175179600; 54389025500; 18437347800,Nitrogen deposition and climate change effects on tree species composition and ecosystem services for a forest cohort,2019,Ecological Monographs,89,2, e01345,,,NA,6,0,AZ,,,10.1002/ecm.1345,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85061064754&partnerID=40&md5=5fc2c3b58082979b17d8cfaecf64b5bc,,Article,Final,Open Access,Scopus,2-s2.0-85061064754,,,
682,"Grasso, M.",15050545200,Sulfur in the Sky with Diamonds: An Inquiry into the Feasibility of Solar Geoengineering,2019,Global Policy,10,2,,217,226,NA,1,0,AZ,,,10.1111/1758-5899.12646,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85059831352&partnerID=40&md5=8a63515754f11a4602362deedef5159d,,Article,Final,,Scopus,2-s2.0-85059831352,,,
683,"Liang, S., Zhao, J., He, S., Xu, Q., Ma, X.",57205474645; 53880957700; 57205462282; 57205471864; 57205476001,Spatial econometric analysis of carbon emission intensity in Chinese provinces from the perspective of innovation-driven,2019,Environmental Science and Pollution Research,26,14,,13878,13895,NA,8,0,AZ,,,10.1007/s11356-019-04131-3,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85060145852&partnerID=40&md5=0519f6c277abf6e59d580adb0a3d0fd3,,Article,Final,,Scopus,2-s2.0-85060145852,,,
684,"Hill, J., Goodkind, A., Tessum, C., Thakrar, S., Tilman, D., Polasky, S., Smith, T., Hunt, N., Mullins, K., Clark, M., Marshall, J.",14053737500; 56845568700; 55290803100; 57197818098; 7005020351; 7004272772; 7405503148; 56001243000; 36816353000; 35333958400; 7404860039,Air-quality-related health damages of maize,2019,Nature Sustainability,2,5,,397,403,NA,13,0,AZ,,,10.1038/s41893-019-0261-y,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85063795963&partnerID=40&md5=04ebe0023153b81bfe08528d3cb4eff7,,Article,Final,,Scopus,2-s2.0-85063795963,,,
685,"Fowlie, M., Muller, N.",6602745022; 12776506000,Market-based emissions regulation when damages vary across sources: What are the gains from differentiation?,2019,Journal of the Association of Environmental and Resource Economists,6,3,,593,632,NA,3,0,AZ,,,10.1086/702852,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85065909677&partnerID=40&md5=9423e727a11433f5d4d4a7303a5d3c84,,Article,Final,,Scopus,2-s2.0-85065909677,,,
686,"Zhao, X., Yao, J., Sun, C., Pan, W.",55510377000; 57207113290; 57194502627; 57205728661,Impacts of carbon tax and tradable permits on wind power investment in China,2019,Renewable Energy,135,,,1386,1399,NA,8,0,AZ,,,10.1016/j.renene.2018.09.068,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85061306804&partnerID=40&md5=096eb83946f34188161262b8d7d18ba9,,Article,Final,,Scopus,2-s2.0-85061306804,,,
688,"Nabavi-Pelesaraei, A., Rafiee, S., Mohtasebi, S.S., Hosseinzadeh-Bandbafha, H., Chau, K.-W.",56028314700; 35264977400; 6507346992; 57188562019; 7202674661,"Comprehensive model of energy, environmental impacts and economic in rice milling factories by coupling adaptive neuro-fuzzy inference system and life cycle assessment",2019,Journal of Cleaner Production,217,,,742,756,NA,29,0,AZ,,,10.1016/j.jclepro.2019.01.228,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85061330895&partnerID=40&md5=a7e3940ca52df923d33cff18da7308b8,,Article,Final,,Scopus,2-s2.0-85061330895,,,
689,"Ding, Y., Jin, M.",56675006200; 57191359950,Service and pricing strategies in online retailing under carbon emission regulation,2019,Journal of Cleaner Production,217,,,85,94,NA,3,0,AZ,,,10.1016/j.jclepro.2019.01.149,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85060921287&partnerID=40&md5=279fee2095bbb057453adeb466c2bbb1,,Article,Final,,Scopus,2-s2.0-85060921287,,,
690,"Bahmani, M.H., Haghifam, M.R., Larimi, S.M.M.",55387986900; 6603228915; 56100362800,Toward grid-scale microgrids; evaluating the capacity of financial structures,2019,"IET Generation, Transmission and Distribution",13,7,,1057,1067,NA,NA,0,YL,,,10.1049/iet-gtd.2018.6047,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85064337280&partnerID=40&md5=8bd2938b99ac3c10d2472abb28b6f254,,Article,Final,,Scopus,2-s2.0-85064337280,,,
692,"Snyder, A., Calvin, K., Phillips, M., Ruane, A.",57198433567; 26640190700; 57201654687; 16313657100,A crop yield change emulator for use in GCAM and similar models: Persephone v1.0,2019,Geoscientific Model Development,12,4,,1319,1350,NA,2,0,YL,,,10.5194/gmd-12-1319-2019,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85064409642&partnerID=40&md5=53cc958aebc2bb2be8dd57a0f8ecbc41,,Article,Final,Open Access,Scopus,2-s2.0-85064409642,,,
693,"Abel, D.W., Holloway, T., Martínez-Santos, J., Harkey, M., Tao, M., Kubes, C., Hayes, S.",57194522129; 7003875618; 57208123139; 7003439613; 57208131751; 57208130428; 57208132751,Air Quality-Related Health Benefits of Energy Efficiency in the United States,2019,Environmental Science and Technology,53,7,,3987,3998,NA,4,0,YL,,,10.1021/acs.est.8b06417,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85063887849&partnerID=40&md5=0a783aa3a91861ea94753bd03a0178bf,,Article,Final,,Scopus,2-s2.0-85063887849,,,
694,"Schmidt, T.S., Beuse, M., Zhang, X., Steffen, B., Schneider, S.F., Pena-Bello, A., Bauer, C., Parra, D.",24597800200; 57015353300; 57192831883; 55060584400; 57208133853; 57194692880; 35268177300; 55747272400,Additional Emissions and Cost from Storing Electricity in Stationary Battery Systems,2019,Environmental Science and Technology,53,7,,3379,3390,NA,13,0,YL,,,10.1021/acs.est.8b05313,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85063903866&partnerID=40&md5=444ee59c16c96ab4f55790c556810d0f,,Article,Final,,Scopus,2-s2.0-85063903866,,,
696,"Spawn, S.A., Lark, T.J., Gibbs, H.K.",56160639900; 55404034000; 8701382600,Carbon emissions from cropland expansion in the United States,2019,Environmental Research Letters,14,4,45009,,,NA,12,0,YL,,,10.1088/1748-9326/ab0399,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85068862691&partnerID=40&md5=009d11c2f6dfc71c776ecdc8d104fefd,,Article,Final,Open Access,Scopus,2-s2.0-85068862691,,,
697,"Barrage, L.",35221161500,Optimal Dynamic Carbon Taxes in a Climate-Economy Model with Distortionary Fiscal Policy,2019,American Historical Review,124,2,,1,39,NA,NA,1,YL,,,10.1093/restud/rdz055,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85084311246&partnerID=40&md5=21ca2d2eafa18c098b0c3f718da80674,,Article,Final,,Scopus,2-s2.0-85084311246,,,
698,"Mintz-Woo, K.",57195038374,Principled Utility Discounting under Risk,2019,Moral Philosophy and Politics,6,1,,89,112,NA,1,0,YL,,,10.1515/mopp-2018-0060,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85065422385&partnerID=40&md5=077c52a10bf9f65f2e3666537270300a,,Article,Final,Open Access,Scopus,2-s2.0-85065422385,,,
699,"Park, S., Lee, H., Chon, J.",57198793877; 57205541400; 26026212300,Sustainable monitoring coverage of unmanned aerial vehicle photogrammetry according to wing type and image resolution,2019,Environmental Pollution,247,,,340,348,NA,NA,0,YL,,,10.1016/j.envpol.2018.08.050,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85060499368&partnerID=40&md5=17e2a75d4a1cf726ded5c6c8b6c99579,,Article,Final,,Scopus,2-s2.0-85060499368,,,
701,"Vimpari, J., Junnila, S.",6508035072; 57213561600,Estimating the diffusion of rooftop PVs: A real estate economics perspective,2019,Energy,172,,,1087,1097,NA,6,0,YL,,,10.1016/j.energy.2019.02.049,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85062147723&partnerID=40&md5=059065f6e1d0eaa78c1207c56cf7fdcc,,Article,Final,Open Access,Scopus,2-s2.0-85062147723,,,
702,"Lamontagne, J.R., Reed, P.M., Marangoni, G., Keller, K., Garner, G.G.",43261406800; 7202010819; 55657062700; 57194275819; 55359861900,Robust abatement pathways to tolerable climate futures require immediate global action,2019,Nature Climate Change,9,4,,290,294,NA,12,0,YL,,,10.1038/s41558-019-0426-8,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85062861090&partnerID=40&md5=1b3a5b80b91a53cb447f939fc5cc5292,,Letter,Final,,Scopus,2-s2.0-85062861090,,,
703,"Groom, B., Maddison Pr, D.",9740614000; 57201396398,New Estimates of the Elasticity of Marginal Utility for the UK,2019,Environmental and Resource Economics,72,4,,1155,1182,NA,10,0,YL,,,10.1007/s10640-018-0242-z,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85044597926&partnerID=40&md5=d300469ab1a5770d76ed472d8b8f32a7,,Article,Final,Open Access,Scopus,2-s2.0-85044597926,,,
704,"Nur Marahaini, M.N., Jahanshiri, E., Salama, A., Tengku Adhwa Syaherah, T.M.S.",57209143942; 57204408219; 57209142765; 57209134502,Linking data across the value chain of underutilised crops – A multidisciplinary approach,2019,Food Research,3,2,,108,116,NA,3,0,YL,,,10.26656/fr.2017.3(2).104,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85066635515&partnerID=40&md5=828ec229b7404a69458e001d3bf43e6f,,Article,Final,Open Access,Scopus,2-s2.0-85066635515,,,
705,"Abrell, J., Rausch, S., Yonezawa, H.",35728268800; 36097451100; 56611536700,"Higher Price, Lower Costs? Minimum Prices in the EU Emissions Trading Scheme",2019,Scandinavian Journal of Economics,121,2,,446,481,NA,2,0,YL,,,10.1111/sjoe.12279,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85061841402&partnerID=40&md5=da251734b591e2c7108721739b4496ee,,Article,Final,,Scopus,2-s2.0-85061841402,,,
706,"Alkhayyal, B.",57203383703,Corporate social responsibility practices in the U.S.: Using reverse supply chain network design and optimization considering carbon cost,2019,Sustainability (Switzerland),11,7,2097,,,NA,5,0,YL,,,10.3390/su1102097,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85064090771&partnerID=40&md5=ac2f985198dd5ac41cf67e553a84bf07,,Article,Final,,Scopus,2-s2.0-85064090771,,,
707,"Oh, I., Yoo, W.-J., Yoo, Y.",23971397300; 30268055900; 57208243375,Impact and interactions of policies for mitigation of air pollutants and greenhouse gas emissions in Korea,2019,International Journal of Environmental Research and Public Health,16,7,1161,,,NA,5,0,YL,,,10.3390/ijerph16071161,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85064204447&partnerID=40&md5=77f7ba135845d718334dbe61fdd9363b,,Article,Final,Open Access,Scopus,2-s2.0-85064204447,,,
708,"Barron, R.W., Hill, M.C.",57216047493; 57212619667,A wedge or a weight? Critically examining nuclear power's viability as a low carbon energy source from an intergenerational perspective,2019,Energy Research and Social Science,50,,,7,17,NA,2,0,YL,,,10.1016/j.erss.2018.10.012,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85057502857&partnerID=40&md5=9a26e5149c359f88067f5fd352743720,,Article,Final,,Scopus,2-s2.0-85057502857,,,
709,"García, J.H., Torvanger, A.",7406131657; 6602880885,Carbon leakage from geological storage sites: Implications for carbon trading,2019,Energy Policy,127,,,320,329,NA,4,0,YL,,,10.1016/j.enpol.2018.11.015,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85058696610&partnerID=40&md5=b800d32224bc54540e8e1ec99620bb9b,,Article,Final,,Scopus,2-s2.0-85058696610,,,
